0.358459,2.5001,2789.72,399.984
0.335265,2.0282,2982.72,493.048
0.35565,4.2199,2811.75,236.972
0.34661,1.824,2885.08,548.246
0.35339,1.965,2829.74,508.906
0.342474,2.2585,2919.93,442.772
0.350744,1.9451,2851.08,514.112
0.342705,2.3039,2917.96,434.047
0.362633,6.0486,2757.61,165.328
0.372645,3.5232,2683.52,283.833
0.353277,1.5669,2830.64,638.203
0.330636,1.8894,3024.47,529.269
0.774076,3.9253,1291.86,254.758
0.553561,5.1229,1806.49,195.202
0.650259,35.5269,1537.85,28.1477
1.02361,85.2927,976.938,11.7243
0.557506,4.6964,1793.7,212.929
