0.438736,6.4853,2279.27,154.195
0.429057,2.0785,2330.69,481.116
0.392355,1.8022,2548.71,554.877
0.365654,1.4901,2734.83,671.096
0.354734,1.5809,2819.01,632.551
0.358315,1.661,2790.84,602.047
0.359975,1.624,2777.97,615.764
0.376285,2.3802,2657.56,420.133
0.391322,2.6835,2555.44,372.648
0.354986,2.0716,2817.01,482.719
0.354893,2.0981,2817.75,476.622
0.353658,2.0232,2827.59,494.267
0.354612,1.9025,2819.98,525.624
0.355165,1.9463,2815.59,513.795
0.357681,2.1727,2795.79,460.257
0.362886,1.8286,2755.69,546.866
0.362954,2.3559,2755.17,424.466
0.364356,2.2369,2744.57,447.047
0.370551,2.4969,2698.69,400.497
0.364803,2.1701,2741.21,460.808
0.366378,1.7278,2729.43,578.771
0.416913,2.9121,2398.58,343.395
0.361904,1.5483,2763.16,645.87
0.364807,1.8146,2741.17,551.086
0.352716,1.5208,2835.15,657.549
0.356331,1.8054,2806.38,553.894
0.35883,1.6263,2786.84,614.893
0.360334,2.0767,2775.21,481.533
0.360873,1.9403,2771.06,515.384
0.361361,1.8129,2767.32,551.602
0.381681,2.2096,2619.99,452.571
0.386875,2.4048,2584.81,415.835
0.349526,1.8578,2861.02,538.271
0.347618,1.7514,2876.72,570.972
0.349167,1.6025,2863.96,624.025
0.360567,1.6773,2773.41,596.196
0.361993,1.731,2762.48,577.701
0.361917,2.4262,2763.07,412.167
0.36004,2.0833,2777.47,480.008
0.363451,2.0792,2751.4,480.954
0.418036,2.6971,2392.14,370.769
0.348032,2.3473,2873.3,426.021
0.353911,2.1214,2825.57,471.387
0.350998,2.2262,2849.02,449.196
0.352452,2.1583,2837.27,463.328
0.354956,2.084,2817.25,479.846
0.3584,1.923,2790.18,520.021
0.362397,1.9301,2759.41,518.108
0.362041,1.8695,2762.12,534.902
0.370462,2.229,2699.34,448.632
0.387797,2.5119,2578.67,398.105
0.344187,1.751,2905.4,571.102
0.356936,1.6701,2801.62,598.767
0.350142,1.8113,2855.98,552.09
0.351201,1.6962,2847.37,589.553
0.357167,1.8506,2799.81,540.365
0.358263,2.0627,2791.25,484.801
0.359714,2.061,2779.98,485.201
0.361729,1.7231,2764.5,580.349
0.396929,2.8248,2519.34,354.007
0.359344,2.0951,2782.85,477.304
0.339948,2.099,2941.63,476.417
0.353773,2.0246,2826.67,493.925
0.349906,2.3968,2857.91,417.223
0.353719,2.2322,2827.1,447.989
0.356153,2.2533,2807.78,443.794
0.36285,2.2438,2755.96,445.673
0.653152,3.3538,1531.04,298.169
0.560104,7.1093,1785.38,140.661
0.400144,2.8406,2499.1,352.038
0.726203,4.9738,1377.03,201.054
2.26337,141.01,441.82,7.0917
2.30307,15.8516,434.203,63.0851
8.08996,16.1029,123.61,62.1006
1.88362,49.1294,530.892,20.3544
1.41884,13.5264,704.802,73.9295
0.649344,17.8158,1540.01,56.13
1.12019,5.1247,892.702,195.133
0.975141,6.5189,1025.49,153.4
0.481986,2.0108,2074.75,497.315
0.392633,1.6413,2546.9,609.273
0.541889,8.7617,1845.4,114.133
0.406849,2.0968,2457.91,476.917
0.463631,3.998,2156.89,250.125
0.332035,2.0816,3011.73,480.4
0.54338,1.7423,1840.33,573.954
0.419164,2.541,2385.7,393.546
0.344685,2.7543,2901.2,363.069
0.421332,2.6772,2373.43,373.525
0.41089,3.9748,2433.74,251.585
0.462211,6.1806,2163.52,161.797
0.374489,5.2568,2670.31,190.23
0.36858,2.8476,2713.12,351.173
0.53471,3.4516,1870.17,289.721
0.35628,2.5177,2806.78,397.188
0.354409,1.6565,2821.6,603.682
0.337619,1.5405,2961.92,649.14
0.42037,2.6601,2378.86,375.926
0.411984,1.7279,2427.28,578.737
0.410544,2.6423,2435.79,378.458
0.64619,2.2258,1547.53,449.277
0.502969,5.6716,1988.19,176.317
0.517776,4.2436,1931.34,235.649
0.402002,3.1876,2487.55,313.716
0.568188,5.189,1759.98,192.715
0.333388,1.9804,2999.51,504.948
0.33366,2.4655,2997.06,405.597
0.368923,3.4254,2710.59,291.937
0.343994,2.3502,2907.02,425.496
0.346751,2.3096,2883.91,432.975
0.34726,4.4363,2879.69,225.413
0.348925,3.3978,2865.94,294.308
0.350546,9.3855,2852.69,106.547
0.360411,2.4294,2774.61,411.624
0.364839,2.0055,2740.94,498.629
0.35332,4.1901,2830.3,238.658
0.335265,2.0186,2982.71,495.393
0.338359,3.5179,2955.44,284.26
0.344407,4.8173,2903.54,207.585
0.565281,2.6618,1769.03,375.686
0.382588,4.1326,2613.78,241.978
0.372192,4.226,2686.79,236.63
0.39643,3.1911,2522.52,313.372
0.41961,3.5602,2383.17,280.883
0.4466,3.833,2239.14,260.892
0.347664,2.0691,2876.34,483.302
0.388326,1.8713,2575.16,534.388
0.351908,4.2701,2841.65,234.187
0.439781,7.972,2273.86,125.439
0.382093,4.1329,2617.16,241.961
0.415809,3.34,2404.95,299.401
0.500776,5.1954,1996.9,192.478
0.352547,4.0958,2836.5,244.153
0.340752,2.0563,2934.69,486.31
0.348934,1.7002,2865.87,588.166
0.398521,4.2873,2509.28,233.247
0.650202,2.9229,1537.98,342.126
0.359834,4.9359,2779.06,202.597
0.354118,1.7388,2823.92,575.109
0.372716,3.905,2683.01,256.082
0.372226,3.7794,2686.54,264.592
0.336816,3.2584,2968.98,306.899
0.336525,1.789,2971.55,558.971
0.357674,2.6577,2795.85,376.265
0.360633,1.7501,2772.9,571.396
0.344644,2.5154,2901.54,397.551
0.350545,2.8536,2852.7,350.435
0.351326,2.3587,2846.36,423.962
0.358095,2.5546,2792.55,391.451
0.392207,3.5222,2549.67,283.913
0.352427,3.8246,2837.47,261.465
0.338344,3.0907,2955.57,323.551
0.341887,1.6947,2924.94,590.075
0.339228,2.1684,2947.87,461.17
0.352591,3.9791,2836.15,251.313
0.357504,2.9347,2797.18,340.75
0.397862,3.9017,2513.43,256.299
0.394443,3.946,2535.22,253.421
0.461833,2.9419,2165.29,339.916
0.446388,3.815,2240.2,262.123
0.685579,4.0418,1458.62,247.415
0.568829,8.9329,1758,111.946
0.357468,2.02,2797.46,495.05
0.33423,2.6951,2991.96,371.044
0.358818,3.9294,2786.93,254.492
0.340622,2.347,2935.8,426.076
0.443246,3.4214,2256.08,292.278
0.344905,3.3059,2899.35,302.489
0.398478,2.5116,2509.55,398.153
0.325154,2.7301,3075.46,366.287
0.355016,1.8709,2816.77,534.502
0.355477,2.5929,2813.12,385.669
0.349527,2.1025,2861.01,475.624
0.338357,2.2674,2955.46,441.034
0.373439,3.497,2677.81,285.959
0.345712,2.3307,2892.58,429.056
0.417233,9.4339,2396.74,106.001
0.729038,8.3164,1371.67,120.244
0.349169,1.6621,2863.94,601.649
0.342383,1.79,2920.7,558.659
0.341949,1.9472,2924.41,513.558
0.33851,1.9373,2954.13,516.182
0.404951,2.6987,2469.44,370.549
0.383059,2.1609,2610.57,462.77
0.371671,3.8675,2690.55,258.565
0.490738,2.3462,2037.75,426.221
0.725798,3.4804,1377.79,287.323
0.40748,3.1069,2454.11,321.864
0.347987,3.4671,2873.67,288.425
0.354153,1.6868,2823.63,592.839
0.442706,2.705,2258.83,369.686
0.344321,1.8859,2904.27,530.251
0.381175,4.3145,2623.46,231.777
0.354036,1.7177,2824.57,582.174
0.383869,3.0275,2605.06,330.306
0.369802,1.7413,2704.15,574.284
0.459272,3.8303,2177.36,261.076
0.337444,2.0532,2963.46,487.045
0.349261,1.8466,2863.19,541.536
0.339119,1.9886,2948.82,502.866
0.34598,1.7859,2890.34,559.942
0.333792,2.016,2995.88,496.032
0.347825,2.9003,2875.01,344.792
0.337803,1.9659,2960.31,508.673
0.389131,4.2182,2569.83,237.068
0.47304,3.4451,2113.99,290.267
0.565714,6.7885,1767.68,147.308
0.378058,2.8289,2645.1,353.494
0.641055,7.2303,1559.93,138.307
0.791866,3.1182,1262.84,320.698
0.799422,6.7269,1250.9,148.657
0.766875,5.0402,1303.99,198.405
0.797336,7.7468,1254.18,129.086
0.654825,8.5246,1527.12,117.308
0.371377,2.8307,2692.68,353.27
0.334038,1.8994,2993.67,526.482
